era	name	born	died
Classical/Romantic - Late 18th Century	William Walond	1725	1770
Classical/Romantic - Late 18th Century	Joseph Franz Xaver Dominik Stalder	1725	1765
Classical/Romantic - Late 18th Century	Josef Starzer	1726	1787
Classical/Romantic - Late 18th Century	Claude-Benigne Balbastre	1727	1799
Classical/Romantic - Late 18th Century	Armand-Louis Couperin	1727	1789
Classical/Romantic - Late 18th Century	Johann Gottlieb Goldberg	1727	1756
Classical/Romantic - Late 18th Century	Johann Wilhelm Hertel	1727	1789
Classical/Romantic - Late 18th Century	Johann Gottfried Muthel	1728	1788
Classical/Romantic - Late 18th Century	Franz Xaver Pokorny	1728	1794
Classical/Romantic - Late 18th Century	Padre Antonio Francisco Javier Jose Soler	1729	1783
Classical/Romantic - Late 18th Century	John Burton	1730	1785
Classical/Romantic - Late 18th Century	Antonio Maria Gasparo Gioachino Sacchini	1730	1786
Classical/Romantic - Late 18th Century	Capel Bond	1730	1790
Classical/Romantic - Late 18th Century	Frantiek Xaver Dusek	1731	1799
Classical/Romantic - Late 18th Century	Franz Xaver Brixi	1732	1771
Classical/Romantic - Late 18th Century	Franz Joseph Haydn	1732	1809
Classical/Romantic - Late 18th Century	Johann Christoph Friedrich Bach	1732	1795
Classical/Romantic - Late 18th Century	Johann Christian Fischer	1733	1800
Classical/Romantic - Late 18th Century	Johann Philipp Christian Schulze	1733	1827
Classical/Romantic - Late 18th Century	François-Joseph Gossec	1734	1829
Classical/Romantic - Late 18th Century	Johann Ernst Altenburg	1734	1801
Classical/Romantic - Late 18th Century	Karl Leopold Rollig	1735	1804
Classical/Romantic - Late 18th Century	Jean Gabriel Meder	1735	1805
Classical/Romantic - Late 18th Century	Johann Christian Bach	1735	1782
Classical/Romantic - Late 18th Century	Johann Georg Albrechtsberger	1736	1809
Classical/Romantic - Late 18th Century	Josef Myslivecek	1737	1781
Classical/Romantic - Late 18th Century	Johann Michael Haydn	1737	1806
Classical/Romantic - Late 18th Century	Carlo Besozzi	1738	1791
Classical/Romantic - Late 18th Century	Philip Hayes	1738	1797
Classical/Romantic - Late 18th Century	Constantin Reindl	1738	1799
Classical/Romantic - Late 18th Century	Jakub Golabek	1739	1789
Classical/Romantic - Late 18th Century	Joseph Boulogne		
Classical/Romantic - Late 18th Century	Jan Krtitel Vanhal	1739	1813
Classical/Romantic - Late 18th Century	Karl Ditters von Dittersdorf	1739	1799
Classical/Romantic - Late 18th Century	Johann Schobert	1740	1767
Classical/Romantic - Late 18th Century	Giovanni Paisiello	1740	1816
Classical/Romantic - Late 18th Century	Anton Zimmermann	1741	1781
Classical/Romantic - Late 18th Century	Andre-Ernest-Modeste Gretry	1741	1813
Classical/Romantic - Late 18th Century	Giovanni Battista Marella	1800	
Classical/Romantic - Late 18th Century	Johann Gottlieb Naumann	1741	1801
Classical/Romantic - Late 18th Century	Johann Baptist Krumpholtz	1742	1790
Classical/Romantic - Late 18th Century	Luigi Boccherini	1743	1805
Classical/Romantic - Late 18th Century	Francesco Petrini	1744	1819
Classical/Romantic - Late 18th Century	Marianne Anna Catharina Martinez	1744	1812
Classical/Romantic - Late 18th Century	Maddelena Laura Lombardini Sirmen	1745	1818
Classical/Romantic - Late 18th Century	Johann Peter Saloman	1745	1815
Classical/Romantic - Late 18th Century	Carl Philipp Stamitz	1745	1801
Classical/Romantic - Late 18th Century	Jan Vaclav Stich-Punto	1746	1803
Classical/Romantic - Late 18th Century	Jan Adam Frantiek Mica	1746	1811
Classical/Romantic - Late 18th Century	Johann Friedrich Peter	1746	1813
Classical/Romantic - Late 18th Century	Giuseppe Maria Gioachino Cambini	1746	1825
Classical/Romantic - Late 18th Century	James Hook	1746	1827
Classical/Romantic - Late 18th Century	Nicolas Scherrer	1747	1821
Classical/Romantic - Late 18th Century	Johann Abraham Peter Schulz	1747	1800
Classical/Romantic - Late 18th Century	Leopold Jan Antonín Kozeluh	1747	1818
Classical/Romantic - Late 18th Century	Joseph Fiala	1748	1816
Classical/Romantic - Late 18th Century	Theodor Freiherr von Schacht	1748	1823
Classical/Romantic - Late 18th Century	Domenico Cimarosa	1749	1801
Classical/Romantic - Late 18th Century	Antonio Rosetti	1750	1792
Classical/Romantic - Late 18th Century	Johann Matthias Sperger	1750	1812
Classical/Romantic - Late 18th Century	Antonio Salieri	1750	1825
Classical/Romantic - Late 18th Century	Anton Thadaus Johann Nepomuk Stamitz	1750	1796
Classical/Romantic - Late 18th Century	Johann Franz Xaver Sterkel	1750	1817
Classical/Romantic - Late 18th Century	Dmitry Stepanovich Bortniansky	1751	1825
Classical/Romantic - Late 18th Century	Johann Samuel Schroeter	1752	1788
Classical/Romantic - Late 18th Century	John Marsh	1752	1828
Classical/Romantic - Late 18th Century	Muzio Clementi	1752	1832
Classical/Romantic - Late 18th Century	Edward Jones	1752	1824
Classical/Romantic - Late 18th Century	Ludwig August Lebrun	1752	1790
Classical/Romantic - Late 18th Century	Justin Heinrich Knechtl	1752	1817
Classical/Romantic - Late 18th Century	Johann Friedrich Reichardt	1752	1814
Classical/Romantic - Late 18th Century	Anton Stadler	1753	1812
Classical/Romantic - Late 18th Century	Etienne Solere	1753	1817
Classical/Romantic - Late 18th Century	Jean-Baptiste Sebastien Breval	1753	1823
Classical/Romantic - Late 18th Century	Bazvli Bohdanowicz	1754	1819
Classical/Romantic - Late 18th Century	Franz Anton Hoffmeister	1754	1812
Classical/Romantic - Late 18th Century	Giovanni Battista Viotti	1755	1824
Classical/Romantic - Late 18th Century	Federigo Fiorillo	1755	1823
Classical/Romantic - Late 18th Century	Johannes Chrysostomus Wolfgangus Theophilus Mozart	1756	1791
Classical/Romantic - Late 18th Century	Thomas Linley	1756	1778
Classical/Romantic - Late 18th Century	Joseph Martin Kraus	1756	1792
Classical/Romantic - Late 18th Century	Pavel Vranicky	1756	1808
Classical/Romantic - Late 18th Century	Ignaz Joseph Pleyel	1757	1831
Classical/Romantic - Late 18th Century	François Devienne	1759	1803
Classical/Romantic - Late 18th Century	Franz Vincenz Krommer	1759	1831
Classical/Romantic - Late 18th Century	Mateo Antonio Perez Albeniz	1760	1831
Classical/Romantic - Late 18th Century	Jan Ladislav Dussek	1760	1812
Classical/Romantic - Late 18th Century	Maria Luigi Carlo Zenobio Salvatore Cherubini	1760	1842
Classical/Romantic - Late 18th Century	Jose Galles	1761	1836
Classical/Romantic - Late 18th Century	Antonín Vranicky	1761	1820
Classical/Romantic - Late 18th Century	Jan Nepomuchene Wanski	1762	1800
Classical/Romantic - Late 18th Century	Franz Wilhelm Tausch	1762	1817
Classical/Romantic - Late 18th Century	Adalbert Gyrowetz	1763	1850
Classical/Romantic - Late 18th Century	Domenico Dragonetti	1763	1846
Classical/Romantic - Late 18th Century	Franz Danzi	1763	1826
Classical/Romantic - Late 18th Century	Etienne-Nicolas Mehul	1763	1817
Classical/Romantic - Late 18th Century	Franz Xaver Süssmayr	1766	1803
Classical/Romantic - Late 18th Century	Samuel Wesley	1766	1837
Classical/Romantic - Late 18th Century	Anton Eberl	1766	1807
Classical/Romantic - Late 18th Century	Bedřich Dionys Weber	1766	1842
Classical/Romantic - Late 18th Century	Rodolphe Kreutzer	1766	1831
Classical/Romantic - Late 18th Century	Filippo Gragnani	1767	1812
Classical/Romantic - Late 18th Century	Franz Alexander Possinger	1767	1827
Classical/Romantic - Late 18th Century	Leonhard von Call	1767	1815
Classical/Romantic - Late 18th Century	Andreas Jacob Romberg	1767	1821
Classical/Romantic - Late 18th Century	Carlos Baguer	1768	1808
Classical/Romantic - Late 18th Century	Johann Georg Heinrich Backofen	1768	1839
Classical/Romantic - Late 18th Century	Francesco Molino	1768	1847
Classical/Romantic - Late 18th Century	Carel Anton Fodor	1768	1846
Classical/Romantic - Late 18th Century	Hyacinthe Jadin	1769	1800
Classical/Romantic - Late 18th Century	Ferdinando Carulli	1770	1841
Classical/Romantic - Late 18th Century	Anton Reicha	1770	1836
Classical/Romantic - Late 18th Century	Friedrich Witt	1770	1836
Classical/Romantic - Late 18th Century	Peter Hansel	1770	1831
Classical/Romantic - Late 18th Century	Ludwig Van Beethoven	1770	1827
Classical/Romantic - Late 18th Century	John Baptist Cramer	1771	1858
Classical/Romantic - Late 18th Century	Thomas Bystrom	1772	1839
Classical/Romantic - Late 18th Century	Johan Willem Wilms	1772	1847
Classical/Romantic - Late 18th Century	Antonio Casimir Cartellieri	1772	1807
Classical/Romantic - Late 18th Century	Prince Louis Ferdinand Of Prussia	1772	1806
Classical/Romantic - Late 18th Century	Carl Ludwig Lithander	1773	1843
Classical/Romantic - Late 18th Century	François-Rene Gebauer	1773	1844
Classical/Romantic - Late 18th Century	Vaclav Jan Krtitel Tomasek	1774	1850
Classical/Romantic - Late 18th Century	Thomas Busby	1775	1838
Classical/Romantic - Late 18th Century	William Crotch	1775	1847
Classical/Romantic - Late 18th Century	François de Paule Jacques Raymond de Fossa	1775	1849
Classical/Romantic - Late 18th Century	Bernhard Henrik Crusell	1775	1838
Classical/Romantic - Late 18th Century	François-Adrien Boieldieu	1775	1834
Classical/Romantic - Late 18th Century	Ernst Theodor Amadeus Hoffmann	1776	1822
Classical/Romantic - Late 18th Century	Johann Evangelist Fuss	1777	1819
Classical/Romantic - Late 18th Century	Fredrik Emanuel Lithander	1777	1823
Classical/Romantic - Late 18th Century	William Russell	1777	1813
Classical/Romantic - Late 18th Century	Fernando Sor	1778	1839
Classical/Romantic - Late 18th Century	Sigismund Ritter von Neukomm	1778	1858
Classical/Romantic - Late 18th Century	Johann Nepomuk Hummel	1778	1837
Classical/Romantic - Late 18th Century	Franciszek Lessel	1780	1838
Classical/Romantic - Late 18th Century	François-Joseph Dizi	1780	1840
Classical/Romantic - Late 18th Century	Conradin Kreutzer	1780	1849
Classical/Romantic - Late 18th Century	Jean-François-Joseph Naderman	1781	1835
Classical/Romantic - Late 18th Century	Louis-François Dauprat	1781	1868
Classical/Romantic - Late 18th Century	Mauro Giuseppe Sergio Pantaleo Giuliani	1781	1829
Classical/Romantic - Late 18th Century	Anton Diabelli	1781	1858
Classical/Romantic - Late 18th Century	Daniel-François-Esprit Auber	1782	1871
Classical/Romantic - Late 18th Century	John Field	1782	1837
Classical/Romantic - Late 18th Century	Niccolo Paganini	1782	1840
Classical/Romantic - Late 18th Century	Justus Johann Friedrich Dotzauer	1783	1860
Classical/Romantic - Late 18th Century	Ferdinand Ries	1784	1838
Classical/Romantic - Late 18th Century	François-Joseph Fetis	1784	1871
Classical/Romantic - Late 18th Century	Ludwig Spohr	1784	1859
Classical/Romantic - Late 18th Century	Dionisio Aguado	1784	1849
Classical/Romantic - Late 18th Century	Andre Georges Louis Onslow	1784	1853
Classical/Romantic - Late 18th Century	Vincenzo Gambaro	1785	1824
Classical/Romantic - Late 18th Century	Karol Kazimierz Kurpinski	1785	1857
Classical/Romantic - Late 18th Century	Friedrich Wilhelm Michael Kalkbrenner	1785	1849
Classical/Romantic - Late 18th Century	Franz Xaver Schnyder von Wartensee	1786	1868
Classical/Romantic - Late 18th Century	Daniel Friedrich Rudolph Kuhlau	1786	1832
Classical/Romantic - Late 18th Century	George Frederick Pinto	1786	1806
Classical/Romantic - Late 18th Century	Carl Maria Friedrich Ernst Freiherr von Weber	1786	1826
Classical/Romantic - Late 18th Century	Archduke Of Austria Rudolph	1788	1831
Classical/Romantic - Late 18th Century	Friedrich Silcher	1789	1860
Classical/Romantic - Late 18th Century	Luigi Legnani	1790	1877
Classical/Romantic - Late 18th Century	Karol Lipinski	1790	1861
Classical/Romantic - Late 18th Century	Louis-Ferdinand Herold	1791	1833
Classical/Romantic - Late 18th Century	Carl Czerny	1791	1857
Classical/Romantic - Late 18th Century	Jan Vaclav Hugo Vorisek	1791	1825
Classical/Romantic - Late 18th Century	Franz Xaver Mozart	1791	1844
Classical/Romantic - Late 18th Century	Peter Joseph von Lindpaintner	1791	1856
Classical/Romantic - Late 18th Century	Andreas Spath	1792	1876
Classical/Romantic - Late 18th Century	Gioachino Antonio Rossini	1792	1868
Classical/Romantic - Late 18th Century	Philip Cipriani Hambly Potter	1792	1871
Classical/Romantic - Late 18th Century	Anton Bernhard Furstenau	1792	1852
Classical/Romantic - Late 18th Century	Isaak-Ignaz Moscheles	1794	1870
Classical/Romantic - Late 18th Century	Heinrich August Marschner	1795	1861
Classical/Romantic - Late 18th Century	Giuseppe Saverio Raffaele Mercadante	1795	1870
Classical/Romantic - Late 18th Century	Franz Adolf Berwald	1796	1868
Classical/Romantic - Late 18th Century	Franz Peter Schubert	1797	1828
Classical/Romantic - Late 18th Century	Domenico Gaetano Maria Donizetti	1797	1848
Classical/Romantic - Late 18th Century	Carl Gottlieb Reissiger	1798	1859
Classical/Romantic - Late 18th Century	Henri-Jerome Bertini	1798	1876
Romantic - Early 19th Century	Alois Beerhalter	1800	1852
Romantic - Early 19th Century	Marco Aurelio Zani de Ferranti	1800	1878
Romantic - Early 19th Century	Johannes Bernardus Van Bree	1801	1857
Romantic - Early 19th Century	Johann Wenzel Kalliwoda	1801	1866
Romantic - Early 19th Century	Joseph Franz Karl Lanner	1801	1843
Romantic - Early 19th Century	Vincenzo Bellini	1801	1835
Romantic - Early 19th Century	Charles-Auguste de Beriot	1802	1870
Romantic - Early 19th Century	Wilhelm Bernard Molique	1802	1869
Romantic - Early 19th Century	Franz Lachner	1803	1890
Romantic - Early 19th Century	Adolphe-Charles Adam	1803	1856
Romantic - Early 19th Century	Louis-Hector Berlioz	1803	1869
Romantic - Early 19th Century	Giacomo Panizza	1804	1860
Romantic - Early 19th Century	Leopold Eugen Mechura	1804	1870
Romantic - Early 19th Century	Johann Strauss I	1804	1849
Romantic - Early 19th Century	Jeanne-Louise Farrenc	1804	1875
Romantic - Early 19th Century	Mikhail Ivanovich Glinka	1804	1857
Romantic - Early 19th Century	Théodore Labarre	1805	1870
Romantic - Early 19th Century	Johann Peter Emilius Hartmann	1805	1900
Romantic - Early 19th Century	Fanny Cacilia Mendelssohn Hensel	1805	1847
Romantic - Early 19th Century	Juan Crisostomo Jacobo Antonio de Arriaga	1806	1826
Romantic - Early 19th Century	Napoleon Coste	1806	1883
Romantic - Early 19th Century	Johann Kaspar Mertz	1806	1856
Romantic - Early 19th Century	Adrien-François Servais	1807	1866
Romantic - Early 19th Century	Elias Parish-Alvers	1808	1849
Romantic - Early 19th Century	Auguste-Joseph Franchomme	1808	1884
Romantic - Early 19th Century	Jacob Ludwig Felix Mendelssohn	1809	1847
Romantic - Early 19th Century	Frederic Chopin	1810	1849
Romantic - Early 19th Century	Felicien Cesar David	1810	1876
Romantic - Early 19th Century	Robert Alexander Schumann	1810	1856
Romantic - Early 19th Century	Carl Otto Ehrenfried Nicolai	1810	1849
Romantic - Early 19th Century	Samuel Sebastian Wesley	1810	1876
Romantic - Early 19th Century	Ferenc Erkel	1810	1893
Romantic - Early 19th Century	Ludwig Schuncke	1810	1834
Romantic - Early 19th Century	Vincenz Lachner	1811	1893
Romantic - Early 19th Century	Charles Louis Ambroise Thomas	1811	1896
Romantic - Early 19th Century	Franz Liszt	1811	1886
Romantic - Early 19th Century	Ferdinand Hiller	1811	1885
Romantic - Early 19th Century	Sigismond Thalberg	1812	1871
Romantic - Early 19th Century	Julius Rietz	1812	1877
Romantic - Early 19th Century	Alexander Dargomyzhsky	1813	1869
Romantic - Early 19th Century	Sir George Alexander Macfarren	1813	1887
Romantic - Early 19th Century	Stephen Heller	1813	1888
Romantic - Early 19th Century	Wilhelm Richard Wagner	1813	1883
Romantic - Early 19th Century	Giuseppe Fortunino Frencesco Verdi	1813	1901
Romantic - Early 19th Century	Charles-Henri Valentin Alkan	1813	1888
Romantic - Early 19th Century	Heinrich Wilhelm Ernst	1814	1865
Romantic - Early 19th Century	Adolph von Henselt	1814	1889
Romantic - Early 19th Century	Mihaly Mosonyi	1814	1870
Romantic - Early 19th Century	Herman Severin Lovenskiold	1815	1870
Romantic - Early 19th Century	Friedrich Robert Volkmann	1815	1883
Romantic - Early 19th Century	Henry Hugh Pierson	1815	1873
Romantic - Early 19th Century	Johannes Verhulst	1816	1891
Romantic - Early 19th Century	Sir William Sterndale Bennett	1816	1875
Romantic - Early 19th Century	Manuel Saumell	1817	1870
Romantic - Early 19th Century	Niels Wilhelm Gade	1817	1890
Romantic - Early 19th Century	Henry Charles Litolff	1818	1891
Romantic - Early 19th Century	Charles François Gounod	1818	1893
Romantic - Early 19th Century	Felix Godefroid	1818	1897
Romantic - Early 19th Century	Franz von Suppé	1819	1895
Romantic - Early 19th Century	Stanislaw Moniuszko	1819	1872
Romantic - Early 19th Century	Jacques Offenbach	1819	1880
Romantic - Early 19th Century	Louis Theodore Gouvy	1819	1898
Romantic - Early 19th Century	Clara Wieck Schumann	1819	1896
Romantic - Early 19th Century	Henri Vieuxtemps	1820	1881
Romantic - Early 19th Century	Gustaf Adolf Heinze	1820	1904
Romantic - Early 19th Century	Friedrich Kiel	1821	1885
Romantic - Early 19th Century	Albert Franz Doppler	1821	1883
Romantic - Early 19th Century	Giovanni Bottesini	1821	1889
Romantic - Early 19th Century	Giulio Regondi	1822	1872
Romantic - Early 19th Century	Josef Joachim Raff	1822	1882
Romantic - Early 19th Century	Cesar-Auguste-Jean-Guillaume-Hubert Franck	1822	1890
Romantic - Early 19th Century	Edouard-Victoire-Antoine Lalo	1823	1892
Romantic - Early 19th Century	Edmund Thomas Chipp	1823	1886
Romantic - Early 19th Century	Bedřich Friedrich Smetana	1824	1884
Romantic - Early 19th Century	Carl Heinrich Carsten Reinecke	1824	1910
Romantic - Early 19th Century	Anton Joseph Bruckner	1824	1896
Romantic - Early 19th Century	Johann Strauss II	1825	1899
Romantic - Early 19th Century	George Frederick Bristow	1825	1898
Romantic - Early 19th Century	John Thomas	1826	1913
Romantic - Early 19th Century	Stephen Collins Foster	1826	1864
Romantic - Early 19th Century	Josef Strauss	1827	1870
Romantic - Early 19th Century	Woldemar Bargiel	1828	1897
Romantic - Early 19th Century	Louis Moreau Gottschalk	1829	1869
Romantic - Early 19th Century	Albert Hermann Dietrich	1829	1908
Romantic - Early 19th Century	Anton Rubinstein	1829	1894
Romantic - Early 19th Century	Peter Arnold Heise	1830	1879
Romantic - Early 19th Century	Hans Bronsart von Schellendorf	1830	1913
Romantic - Early 19th Century	Karl Goldmark	1830	1915
Romantic - Early 19th Century	Theodor Leschetizky	1830	1915
Romantic - Early 19th Century	Joseph Joachim	1831	1907
Romantic - Early 19th Century	Fredrick Vilhelm Ludwig Norman	1831	1885
Romantic - Early 19th Century	Charles Lecocq	1832	1918
Romantic - Early 19th Century	Johannes Brahms	1833	1897
Romantic - Early 19th Century	Alexander Porfirievich Borodin	1833	1887
Romantic - Early 19th Century	James Waterson	1834	1893
Romantic - Early 19th Century	Albert Heinrich Zabel	1834	1910
Romantic - Early 19th Century	Julius Reubke	1834	1858
Romantic - Early 19th Century	Peter Benoit	1834	1901
Romantic - Early 19th Century	Amilcare Ponchielli	1834	1886
Romantic - Early 19th Century	Cesar Cui	1835	1918
Romantic - Early 19th Century	Eduard Strauss	1835	1916
Romantic - Early 19th Century	Henryk Wieniawski	1835	1880
Romantic - Early 19th Century	Charles-Camille Saint-Saëns	1835	1921
Romantic - Early 19th Century	Clement-Philibert-Léo Delibes	1836	1891
Romantic - Early 19th Century	Sir William Schwenck Gilbert	1836	1911
Romantic - Early 19th Century	Mili Alexeyevich Balakirev	1837	1910
Romantic - Early 19th Century	Felix Alexandre Guilmant	1837	1911
Romantic - Early 19th Century	Charles-Emile Waldteufel	1837	1915
Romantic - Early 19th Century	Max Bruch	1838	1920
Romantic - Early 19th Century	Georges Alexandre-Cesar-Leopold Bizet	1838	1875
Romantic - Early 19th Century	Alexis Vicomte de Castillon	1838	1873
Romantic - Early 19th Century	John Knowles Paine	1839	1906
Romantic - Early 19th Century	Dudley Buck	1839	1909
Romantic - Early 19th Century	Josef Gabriel Ritter von Rheinberger	1839	1901
Romantic - Early 19th Century	Modest Petrovich Mussorgsky	1839	1881
Romantic - Early 19th Century	Piotr Ilyich Tchaikovsky	1840	1893
Romantic - Early 19th Century	Louis Brassin	1840	1884
Romantic - Early 19th Century	Johan Severin Svendsen	1840	1911
Romantic - Early 19th Century	Hermann Goetz	1840	1876
Romantic - Early 19th Century	Donato Lovreglio	1841	1907
Romantic - Early 19th Century	Alexis-Emmanuel Chabrier	1841	1894
Romantic - Early 19th Century	Antonín Dvořák	1841	1904
Romantic - Early 19th Century	Karl Tausig	1841	1871
Romantic - Early 19th Century	Antoníno Pasculli	1842	1924
Romantic - Early 19th Century	Jules-Emile-Frederic Massenet	1842	1912
Romantic - Early 19th Century	Sir Arthur Seymour Sullivan	1842	1900
Romantic - Early 19th Century	Asger Hamerik	1843	1923
Romantic - Early 19th Century	Carl Michael Ziehrer	1843	1922
Romantic - Early 19th Century	Heinrich von Herzogenberg	1843	1900
Romantic - Early 19th Century	Edvard Hagerup Grieg	1843	1907
Romantic - Early 19th Century	Jan Levoslav Bella	1843	1936
Romantic - Early 19th Century	Charles-Marie-Jean-Albert Widor	1844	1937
Romantic - Early 19th Century	Pablo Martin Meliton de Sarasate	1844	1908
Romantic - Early 19th Century	Nikolai Rimsky-Korsakov	1844	1908
Romantic - Early 19th Century	Claude Paul Taffanel	1844	1908
Romantic - Early 19th Century	Friedrich Nietzsche	1844	1900
Romantic - Early 19th Century	Hendrik Waelput	1845	1885
Romantic - Early 19th Century	Iosif Ivanovici	1845	1902
Romantic - Early 19th Century	Alphonse Hasselmans	1845	1912
Romantic - Early 19th Century	Gabriel-Urbain Fauré	1845	1924
Romantic - Early 19th Century	Alexander Andreyevich Arkhangelsky	1846	1924
Romantic - Early 19th Century	Robert Fuchs	1847	1927
Romantic - Early 19th Century	Ludwig Philipp Scharwenka	1847	1917
Romantic - Early 19th Century	Ignatio Cervantes	1847	1905
Romantic - Early 19th Century	Sir Alexander Campbell Mackenzie	1847	1935
Romantic - Early 19th Century	Augusta Mary Anne Holmes	1847	1903
Romantic - Early 19th Century	Sir Charles Hubert Hastings Parry	1848	1918
Romantic - Early 19th Century	Benjamin Louis Paul Godard	1849	1895
Romantic/Modern - Late 19th Century	Louise Aldolpha Le Beau	1850	1927
Romantic/Modern - Late 19th Century	Iver Holter	1850	1941
Romantic/Modern - Late 19th Century	Franz Xaver Scharwenka	1850	1924
Romantic/Modern - Late 19th Century	Alexander Sergeievich Taneyev	1850	1918
Romantic/Modern - Late 19th Century	Karel Komzak	1850	1905
Romantic/Modern - Late 19th Century	Zdeněk Fibich	1850	1900
Romantic/Modern - Late 19th Century	Tomas Breton y Hernandez	1850	1923
Romantic/Modern - Late 19th Century	Jan Blockx	1851	1912
Romantic/Modern - Late 19th Century	Paul-Marie-Theodore-Vincent d'Indy	1851	1931
Romantic/Modern - Late 19th Century	Frederick Corder	1852	1932
Romantic/Modern - Late 19th Century	Sir Frederic Hymen Cowen	1852	1935
Romantic/Modern - Late 19th Century	Hans Huber	1852	1921
Romantic/Modern - Late 19th Century	Sir Charles Villiers Stanford	1852	1924
Romantic/Modern - Late 19th Century	Wilhelm Posse	1852	1925
Romantic/Modern - Late 19th Century	Francesco Tarrega	1852	1909
Romantic/Modern - Late 19th Century	Arthur William Foote	1853	1937
Romantic/Modern - Late 19th Century	Maria Teresa Carreno	1853	1917
Romantic/Modern - Late 19th Century	Andre-Charles-Prosper Messager	1853	1929
Romantic/Modern - Late 19th Century	Juliusz Zarebski	1854	1885
Romantic/Modern - Late 19th Century	Paul Pabst	1854	1897
Romantic/Modern - Late 19th Century	Leo Janáček	1854	1928
Romantic/Modern - Late 19th Century	Alexander Alexandrovich Kopylov	1854	1911
Romantic/Modern - Late 19th Century	Moritz Moszkowski	1854	1925
Romantic/Modern - Late 19th Century	Engelbert Humperdinck	1854	1921
Romantic/Modern - Late 19th Century	John Philip Sousa	1854	1932
Romantic/Modern - Late 19th Century	George Whitefield Chadwick	1854	1931
Romantic/Modern - Late 19th Century	Amedee-Ernest Chausson	1855	1899
Romantic/Modern - Late 19th Century	Anatoli Liadov	1855	1914
Romantic/Modern - Late 19th Century	Giuseppe Martucci	1856	1909
Romantic/Modern - Late 19th Century	Johann Christian Sinding	1856	1941
Romantic/Modern - Late 19th Century	George Templeton Strong	1856	1948
Romantic/Modern - Late 19th Century	Sergei Ivanovich Taneyev	1856	1915
Romantic/Modern - Late 19th Century	Sir Edward William Elgar	1857	1934
Romantic/Modern - Late 19th Century	Cecile Chaminade	1857	1944
Romantic/Modern - Late 19th Century	Nikolai Artzibushev	1858	1937
Romantic/Modern - Late 19th Century	Georges-Adolphe Hue	1858	1948
Romantic/Modern - Late 19th Century	Eugène Ysaÿe	1858	1931
Romantic/Modern - Late 19th Century	Hans Rott	1858	1884
Romantic/Modern - Late 19th Century	Catharinus Elling	1858	1942
Romantic/Modern - Late 19th Century	Jenő Hubay	1858	1937
Romantic/Modern - Late 19th Century	Giacomo Puccini	1858	1924
Romantic/Modern - Late 19th Century	Victor Herbert	1859	1924
Romantic/Modern - Late 19th Century	Nikolai Alexandrovich Sokolov	1859	1922
Romantic/Modern - Late 19th Century	Mikhail Mihaylovich Ippolitov-Ivanov	1859	1935
Romantic/Modern - Late 19th Century	Sergei Mikhailovich Liapunov	1859	1924
Romantic/Modern - Late 19th Century	Josef Bohuslav Foerster	1859	1951
Romantic/Modern - Late 19th Century	Hugo Wolf	1860	1903
Romantic/Modern - Late 19th Century	Emil Nikolaus von Reznicek	1860	1945
Romantic/Modern - Late 19th Century	Isaac Albeniz	1860	1909
Romantic/Modern - Late 19th Century	Gustav Mahler	1860	1911
Romantic/Modern - Late 19th Century	Ignacy Jan Paderewski	1860	1941
Romantic/Modern - Late 19th Century	Edward Alexander MacDowell	1860	1908
Romantic/Modern - Late 19th Century	Charles Martin Tornow Loeffler	1861	1935
Romantic/Modern - Late 19th Century	Anton Stepanovich Arensky	1861	1906
Romantic/Modern - Late 19th Century	Frederick	1862	1934
Romantic/Modern - Late 19th Century	Sir Edward German	1862	1936
Romantic/Modern - Late 19th Century	Maria François Maurice Emmanuel	1862	1938
Romantic/Modern - Late 19th Century	Achille-Claude Debussy	1862	1918
Romantic/Modern - Late 19th Century	Alphons Diepenbrock	1862	1936
Romantic/Modern - Late 19th Century	Leon Boellmann	1862	1897
Romantic/Modern - Late 19th Century	Bernhard Stavenhagen	1862	1914
Romantic/Modern - Late 19th Century	Felix Mikhailovich Blumenfeld	1863	1931
Romantic/Modern - Late 19th Century	Joseph Wihtol	1863	1948
Romantic/Modern - Late 19th Century	Henri-Constant-Gabriel Pierné	1863	1937
Romantic/Modern - Late 19th Century	Horatio William Parker	1863	1919
Romantic/Modern - Late 19th Century	Johan Halvorsen	1864	1935
Romantic/Modern - Late 19th Century	Eugene Francis Charles d'Albert	1864	1932
Romantic/Modern - Late 19th Century	Louis Glass	1864	1936
Romantic/Modern - Late 19th Century	Richard Strauss	1864	1949
Romantic/Modern - Late 19th Century	Joseph Guy Marie Ropartz	1864	1955
Romantic/Modern - Late 19th Century	Alberto Nepomuceno	1864	1920
Romantic/Modern - Late 19th Century	Alexander Tikhonovich Gretchaninov	1864	1956
Romantic/Modern - Late 19th Century	Harvey Worthington Loomis	1865	1930
Romantic/Modern - Late 19th Century	Preston Ware Orem	1865	1938
Romantic/Modern - Late 19th Century	Theophile Ysaye	1865	1918
Romantic/Modern - Late 19th Century	August de Boeck	1865	1937
Romantic/Modern - Late 19th Century	Lucien-Denis-Gabriel-Alberic Magnard	1865	1914
Romantic/Modern - Late 19th Century	Carl August Nielsen	1865	1931
Romantic/Modern - Late 19th Century	Paul Gilson	1865	1942
Romantic/Modern - Late 19th Century	Alexander Konstantinovich Glazunov	1865	1936
Romantic/Modern - Late 19th Century	Paul Dukas	1865	1935
Romantic/Modern - Late 19th Century	Jean	1865	1957
